slug	name	missing	official_url	authority
c-4801	大型自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4802	大型自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4803	普通自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4804	普通自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4805	普通自動車免許(AT限定)	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4806	大型特殊自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4807	大型特殊自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4808	自動二輪車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4809	小型特殊自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4810	原動機付自転車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4811	牽引免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4812	牽引第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4813	フォークリフト運転技能者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-4814	高所作業車運転技能者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-4815	不整地運搬車運転技能者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-4816	小型船舶操縦士	pass_rate|applicants	https://www.jmra.or.jp/license/license-examination	一般財団法人 日本海洋レジャー安全・振興協会(JMRA)/免許所管は国土交通省
c-4817	中型自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4818	中型自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4819	8トン限定中型自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4820	8トン限定中型自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4821	5トン限定中型自動車第二種免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4822	準中型自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4823	5トン限定準中型自動車免許	pass_rate|applicants	https://www.keishicho.metro.tokyo.lg.jp/menkyo/menkyo/torikata/index.html	都道府県公安委員会(運転免許試験場で実施)
c-4901	定期運送用操縦士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4902	事業用操縦士(飛行機)	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4903	事業用操縦士(回転翼航空機)	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4904	自家用操縦士(飛行機)	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4905	自家用操縦士(回転翼航空機)	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4907	一等航空士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4908	二等航空士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-4909	航空機関士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-5001	第1級総合無線通信士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5002	第2級総合無線通信士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5003	第3級総合無線通信士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5004	航空無線通信士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5005	航空特殊無線技士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5006	第一級陸上無線技術士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5007	第二級陸上無線技術士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5008	第一級陸上特殊無線技士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5009	第二級陸上特殊無線技士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5010	第三級陸上特殊無線技士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5011	国内電信級陸上特殊無線技士	pass_rate|applicants	https://www.nichimu.or.jp/kshiken/	公益財団法人 日本無線協会
c-5101	鉛作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5102	四アルキル鉛等作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5103	1級金属溶解技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5104	2級金属溶解技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5105	特級鋳造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5106	1級鋳造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5107	2級鋳造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5108	1級鍛造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5109	2級鍛造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5110	特級金属熱処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5111	1級金属熱処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5112	2級金属熱処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5113	3級金属熱処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5114	1級粉末冶金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5115	2級粉末冶金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5116	1級金属材料試験技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5117	2級金属材料試験技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5118	非破壊検査総合管理技術者	pass_rate|applicants		
c-5119	非破壊試験技術者レベル1	pass_rate|applicants		
c-5120	非破壊試験技術者レベル2	pass_rate|applicants		
c-5121	非破壊試験技術者レベル3	pass_rate|applicants		
c-5201	化学設備関係第一種圧力容器取扱作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5202	有機溶剤作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5203	特定化学物質作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5204	1級化学分析技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5205	2級化学分析技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5206	危険物取扱者(甲種)	pass_rate|applicants	https://www.shoubo-shiken.or.jp/kikenbutsu/	一般財団法人 消防試験研究センター
c-5208	危険物取扱者(丙種)	pass_rate|applicants	https://www.shoubo-shiken.or.jp/kikenbutsu/	一般財団法人 消防試験研究センター
c-5209	高圧ガス移動監視者	pass_rate|applicants	https://www.khk.or.jp/qualification/examination_course/course_b/course_trs_safetychf.html	高圧ガス保安協会(KHK)
c-5211	高圧ガス移動監視者(液化天然ガス)	pass_rate|applicants	https://www.khk.or.jp/qualification/examination_course/course_b/course_trs_safetychf.html	高圧ガス保安協会(KHK)
c-5303	1級陶磁器製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5304	2級陶磁器製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5307	1級石材施工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5308	2級石材施工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5401	特級機械加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5402	1級機械加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5403	2級機械加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5404	3級機械加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5405	特級放電加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5406	1級放電加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5407	2級放電加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5408	1級鉄工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5409	2級鉄工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5410	特級工場板金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5411	1級工場板金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5412	2級工場板金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5413	1級建築板金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5414	2級建築板金技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5415	溶射技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5416	特級めっき技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5417	1級めっき技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5418	2級めっき技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5419	3級めっき技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5420	1級アルミニウム陽極酸化処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5421	2級アルミニウム陽極酸化処理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5422	プレス機械作業主任者	pass_rate|applicants	https://www.jisha.or.jp/	都道府県労働局長登録教習機関(中央労働災害防止協会 等)
c-5423	特級金属プレス加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5424	1級金属プレス加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5425	2級金属プレス加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5426	1級金属ばね製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5427	2級金属ばね製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5428	1級ロープ加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5429	2級ロープ加工技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5431	特級仕上げ技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5432	1級仕上げ技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5433	2級仕上げ技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5438	特級金型製作技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5439	1級金型製作技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5440	2級金型製作技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5441	1級切削工具研削技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5442	2級切削工具研削技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5443	特級ダイカスト技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5444	1級ダイカスト技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5445	2級ダイカスト技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5501	特別ボイラー溶接士	pass_rate|applicants	https://www.exam.or.jp/introduction/h_shokai132/	公益財団法人 安全衛生技術試験協会
c-5502	普通ボイラ-溶接士	pass_rate|applicants	https://www.exam.or.jp/introduction/h_shokai142/	公益財団法人 安全衛生技術試験協会
c-5503	ガス溶接作業主任者	pass_rate|applicants	https://www.exam.or.jp/introduction/h_shokai302/	公益財団法人 安全衛生技術試験協会(免許交付は都道府県労働局長)
c-5504	溶接管理技術者1級	pass_rate|applicants		
c-5505	溶接管理技術者2級	pass_rate|applicants		
c-5506	溶接作業指導者	pass_rate|applicants		
c-5507	溶接技能者	pass_rate|applicants		
c-5510	ガス圧接技量検定1種	pass_rate|applicants		
c-5511	ガス圧接技量検定2種	pass_rate|applicants		
c-5512	ガス圧接技量検定3種	pass_rate|applicants		
c-5513	ガス圧接技量検定4種	pass_rate|applicants		
c-5514	ガス溶接技能者	pass_rate|applicants		
c-5515	アーク溶接技能者(専門級)	pass_rate|applicants		
c-5516	アーク溶接技能者(基本級)	pass_rate|applicants		
c-5517	ステンレス鋼溶接技能者(専門級)	pass_rate|applicants		
c-5518	ステンレス鋼溶接技能者(基本級)	pass_rate|applicants		
c-5519	アルミニウム溶接技能者(専門級)	pass_rate|applicants		
c-5520	アルミニウム溶接技能者(基本級)	pass_rate|applicants		
c-5601	特級機械保全技能士	pass_rate|applicants	https://www.kikaihozenshi.jp/	公益社団法人 日本プラントメンテナンス協会(JIPM・厚生労働大臣指定試験機関)
c-5602	1級機械保全技能士	pass_rate|applicants	https://www.kikaihozenshi.jp/	公益社団法人 日本プラントメンテナンス協会(JIPM・厚生労働大臣指定試験機関)
c-5603	2級機械保全技能士	pass_rate|applicants	https://www.kikaihozenshi.jp/	公益社団法人 日本プラントメンテナンス協会(JIPM・厚生労働大臣指定試験機関)
c-5604	特級機械検査技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5605	1級機械検査技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5606	2級機械検査技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5607	3級機械検査技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5608	特級内燃機関組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5609	1級内燃機関組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5610	2級内燃機関組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5611	3級内燃機関組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5612	特級空気圧装置組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5613	1級空気圧装置組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5614	2級空気圧装置組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5615	特級油圧装置調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5616	1級油圧装置調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5617	2級油圧装置調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5618	1級縫製機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5619	2級縫製機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5620	特級建設機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5621	1級建設機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5622	2級建設機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5623	1級農業機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5624	2級農業機械整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5701	特級電気機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5702	1級電気機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5703	2級電気機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5704	特級電子機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5705	1級電子機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5706	2級電子機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5707	3級電子機器組立て技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5712	特級自動販売機調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5713	1級自動販売機調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5714	2級自動販売機調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5715	特級半導体製品製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5716	1級半導体製品製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5717	2級半導体製品製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5718	電子回路接続技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5719	特級プリント配線板製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5720	1級プリント配線板製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5721	2級プリント配線板製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5722	3級プリント配線板製造技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5727	家電製品エンジニア(生活家電)	pass_rate|applicants		
c-5728	家電製品エンジニア(AV情報家電)	pass_rate|applicants		
c-5801	自動車タイヤ整備士	pass_rate|applicants	https://www.jaspa.or.jp/mechanic/	国土交通省(技能検定)/登録試験は日本自動車整備振興会連合会(JASPA)が実施
c-5802	自動車電気装置整備士	pass_rate	https://www.jaspa.or.jp/mechanic/	国土交通省(技能検定)/登録試験は日本自動車整備振興会連合会(JASPA)が実施
c-5803	自動車車体整備士	pass_rate|applicants	https://www.jaspa.or.jp/mechanic/	国土交通省(技能検定)/登録試験は日本自動車整備振興会連合会(JASPA)が実施
c-5804	一等航空整備士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-5805	二等航空整備士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-5807	航空工場整備士	pass_rate|applicants	https://www.mlit.go.jp/koku/koku_tk12_000005.html	国土交通省(航空局)
c-5808	1級産業車両整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5809	2級産業車両整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-5810	1級鉄道車両製造・整備技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
