slug,checked_at,fields_checked,result,note,source_url
c-5007,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5008,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5009,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5010,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5011,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6801,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6802,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6803,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6804,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6805,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6806,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6807,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6808,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6809,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6810,2026-06-21,type,type_set,CATV技術者=日本CATV技術協会認定,https://www.shikaku.catv.or.jp/overview/
c-6811,2026-06-21,type,type_set,配電制御システム検査技士=JSIA認定,https://jsia.or.jp/kensa/
c-6812,2026-06-21,authority|official_url|fee,corrected,情報配線施工技能士1級:実施団体/URL/受験料を訂正(JAVADA都道府県方式と取り違え→指定試験機関方式),https://www.b2every1.org/kentei
c-6813,2026-06-21,authority|official_url|fee,corrected,情報配線施工技能士2級:実施団体/URL/受験料を訂正,https://www.b2every1.org/kentei
c-6814,2026-06-21,authority|official_url|fee,corrected,情報配線施工技能士3級:実施団体/URL/受験料を訂正,https://www.b2every1.org/kentei
c-6701,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6702,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6703,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6704,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6705,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6706,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6707,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6708,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6709,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6710,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6711,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6713,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6714,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6715,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6716,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6717,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6718,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6719,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6720,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1301,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1302,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1303,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1304,2026-06-21,pass_rate,flagged,建築設備士 合格率ラベル要確認(26.1%は全国受験/学科系列の可能性、総合最終は約21.5%),https://www.jaeic.or.jp/smph/shiken/bmee/bmee-data.html
c-1305,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1306,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1307,2026-06-21,type,type_set,インテリアプランナー=建築技術教育普及センターの民間資格,https://www.jaeic.or.jp/about/ip.html
c-1308,2026-06-21,type,type_set,インテリアコーディネーター=インテリア産業協会,https://www.interior.or.jp/examination/ic/overview/
c-1309,2026-06-21,type,type_set,商業施設士=商業施設技術団体連合会,https://www.jtocs.or.jp/
c-1310,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1311,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1312,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1313,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1314,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1315,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1316,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1317,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1318,2026-06-21,type,type_set,建築積算士=日本建築積算協会,https://www.bsij.or.jp/
c-1319,2026-06-21,type,type_set,鉄骨製作管理技術者=鉄骨技術者教育センター,https://www.seec.or.jp/management/overview/
c-1320,2026-06-21,type,type_set,建築CAD検定=全国建築CAD連盟,https://www.aacl.gr.jp/
c-1321,2026-06-21,type,type_set,建築CAD検定=全国建築CAD連盟,https://www.aacl.gr.jp/
c-1322,2026-06-21,type,type_set,建築CAD検定=全国建築CAD連盟,https://www.aacl.gr.jp/
c-1323,2026-06-21,type,type_set,建設業経理士1・2級=国交大臣登録経理試験(経審で評価),https://www.keiri-kentei.jp/exam/
c-1324,2026-06-21,type,type_set,建設業経理士1・2級=国交大臣登録経理試験(経審で評価),https://www.keiri-kentei.jp/exam/
c-1325,2026-06-21,type,type_set,建設業経理事務士3・4級=振興基金独自試験(登録対象外),https://www.keiri-kentei.jp/exam/
c-1326,2026-06-21,type,type_set,建設業経理事務士3・4級=振興基金独自試験(登録対象外),https://www.keiri-kentei.jp/exam/
c-7001,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7002,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7003,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7004,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7005,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7006,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7007,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7008,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7009,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7010,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7011,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7013,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7014,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7015,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7016,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7017,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7018,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7019,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7020,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7021,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7022,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7023,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7024,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7025,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7026,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7029,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7030,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7031,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7032,2026-06-21,type|fill,type_set,基礎施工士=日本基礎建設協会,https://www.kisokyo.or.jp/activity/index/1
c-7033,2026-06-21,type|fill,type_set,圧入施工技士=全国圧入協会,https://atsunyu.gr.jp/general/gishiShiken/
c-7034,2026-06-21,type|fill,type_set,解体工事施工技士=建設業法施行規則の国交大臣登録試験,https://www.zenkaikouren.or.jp/engineer/about-overview/
c-7102,2026-06-21,type,type_set,空気調和・衛生工学会設備士=同学会の民間資格,https://www.shasej.org/
c-7103,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7104,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7105,2026-06-21,type,type_set,冷凍空調技士=日本冷凍空調学会,https://www.jsrae.or.jp/gishi/keiimokuji.html
c-7106,2026-06-21,type,type_set,冷凍空調技士=日本冷凍空調学会,https://www.jsrae.or.jp/gishi/keiimokuji.html
c-7107,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7108,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7109,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7110,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7111,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7113,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7114,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7115,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7116,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7117,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7118,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7119,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7120,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7121,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7122,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7123,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7124,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7125,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7126,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7127,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7128,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7129,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7130,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7201,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7202,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7203,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7204,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7205,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7206,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7207,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7208,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1501,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1502,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1503,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1504,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1505,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1506,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1508,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1510,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1511,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1512,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1516,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1517,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1518,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1519,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1520,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1527,2026-06-21,type,type_set,ITコーディネータ=NPO法人運営(経産省推進の民間資格),https://www.itc.or.jp/
c-1538,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1539,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1541,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1544,2026-06-21,type,type_set,VBAエキスパート=オデッセイ,https://vbae.odyssey-com.co.jp/about/
c-1545,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1546,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1547,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1548,2026-06-21,type,type_set,C言語認定試験=サーティファイ,https://www.sikaku.gr.jp/js/cpjv/cp/
c-1549,2026-06-21,type,type_set,C言語認定試験=サーティファイ,https://www.sikaku.gr.jp/js/cpjv/cp/
c-1550,2026-06-21,type,type_set,C言語認定試験=サーティファイ,https://www.sikaku.gr.jp/js/cpjv/cp/
c-1551,2026-06-21,type,type_set,Webデザイナー検定=CG-ARTS(文科省後援の民間),https://www.cgarts.or.jp/kentei/
c-1552,2026-06-21,type,type_set,Webデザイナー検定=CG-ARTS(文科省後援の民間),https://www.cgarts.or.jp/kentei/
c-1553,2026-06-21,type,type_set,Webクリエイター能力認定=サーティファイ,https://www.sikaku.gr.jp/web/wc/
c-1554,2026-06-21,type,type_set,Webクリエイター能力認定=サーティファイ,https://www.sikaku.gr.jp/web/wc/
c-1555,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1556,2026-06-21,type,type_set,ホームページ作成検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_home.html
c-1557,2026-06-21,type,type_set,CGクリエイター検定=CG-ARTS(文科省後援の民間),https://www.cgarts.or.jp/kentei/
c-1558,2026-06-21,type,type_set,DTP検定=ボーンデジタル(全能連登録),https://dtpkentei.jp/
c-1563,2026-06-21,type,type_set,Webクリエイター能力認定=サーティファイ,https://www.sikaku.gr.jp/web/wc/
c-1564,2026-06-21,type,type_set,Webクリエイター能力認定=サーティファイ,https://www.sikaku.gr.jp/web/wc/
c-1565,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3801,2026-06-21,type|fill,type_set,日本語ワープロ検定=日本情報処理検定協会・文科省後援の民間検定,https://www.goukaku.ne.jp/test_wordpro.html
c-3802,2026-06-21,type|fill,type_set,日本語ワープロ検定=日本情報処理検定協会・文科省後援の民間検定,https://www.goukaku.ne.jp/test_wordpro.html
c-3803,2026-06-21,type|fill,type_set,日本語ワープロ検定=日本情報処理検定協会・文科省後援の民間検定,https://www.goukaku.ne.jp/test_wordpro.html
c-3804,2026-06-21,type|fill,type_set,日本語ワープロ検定=日本情報処理検定協会・文科省後援の民間検定,https://www.goukaku.ne.jp/test_wordpro.html
c-3812,2026-06-21,type,type_set,P検=ICTプロフィシエンシー検定協会(ベネッセ),https://p-series.benesse.ne.jp/pken/outline/
c-3813,2026-06-21,type,type_set,P検=ICTプロフィシエンシー検定協会(ベネッセ),https://p-series.benesse.ne.jp/pken/outline/
c-3814,2026-06-21,type,type_set,P検=ICTプロフィシエンシー検定協会(ベネッセ),https://p-series.benesse.ne.jp/pken/outline/
c-3815,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3816,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3817,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3818,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3819,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3820,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3821,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3822,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3823,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3824,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3825,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3826,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3827,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3828,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3829,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3830,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3831,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3832,2026-06-21,type,type_set,電卓技能検定=日本電卓技能検定協会,https://www.dentaku-kentei.jp/
c-3836,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3837,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3838,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3839,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3840,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3841,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3842,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3843,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3844,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3845,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3846,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3847,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3848,2026-06-21,type,type_set,Accessビジネスデータベース技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/ad/
c-3849,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3850,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3851,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3852,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3853,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3854,2026-06-21,type|fill,type_set,Excel/Word技能認定=サーティファイ,https://www.sikaku.gr.jp/ns/el/
c-3855,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3856,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3857,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3858,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3859,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3860,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3861,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3862,2026-06-21,type,type_set,情報処理技能検定=日本情報処理検定協会,https://www.goukaku.ne.jp/test_jyoho.html
c-3863,2026-06-21,type,type_set,ディジタル技術検定=国際文化カレッジ(文科省後援の民間・現在休止),https://digital-kentei.com/
c-3864,2026-06-21,type,type_set,ディジタル技術検定=国際文化カレッジ(文科省後援の民間・現在休止),https://digital-kentei.com/
c-3865,2026-06-21,type,type_set,ディジタル技術検定=国際文化カレッジ(文科省後援の民間・現在休止),https://digital-kentei.com/
c-3866,2026-06-21,type,type_set,ディジタル技術検定=国際文化カレッジ(文科省後援の民間・現在休止),https://digital-kentei.com/
c-3873,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3874,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3875,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3879,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3880,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3881,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3882,2026-06-21,type|fill,type_set,検索技術者検定=情報科学技術協会(INFOSTA),https://www.infosta.or.jp/examination/
c-3883,2026-06-21,type|fill,type_set,検索技術者検定=情報科学技術協会(INFOSTA),https://www.infosta.or.jp/examination/
c-3884,2026-06-21,type|fill,type_set,検索技術者検定=情報科学技術協会(INFOSTA),https://www.infosta.or.jp/examination/
c-3901,2026-06-21,type|fill,type_set,CS試験=中央職業能力開発協会(JAVADA)実施の公的検定,https://www.javada.or.jp/jigyou/gino/sinsa_comp/comp.html
c-3902,2026-06-21,type|fill,type_set,CS試験=中央職業能力開発協会(JAVADA)実施の公的検定,https://www.javada.or.jp/jigyou/gino/sinsa_comp/comp.html
c-3903,2026-06-21,type|fill,type_set,CS試験=中央職業能力開発協会(JAVADA)実施の公的検定,https://www.javada.or.jp/jigyou/gino/sinsa_comp/comp.html
c-3904,2026-06-21,type|fill,type_set,CS試験=中央職業能力開発協会(JAVADA)実施の公的検定,https://www.javada.or.jp/jigyou/gino/sinsa_comp/comp.html
c-3905,2026-06-21,type|fill,type_set,CS試験=中央職業能力開発協会(JAVADA)実施の公的検定,https://www.javada.or.jp/jigyou/gino/sinsa_comp/comp.html
