occ_id,name,major_category,cert_count,source
o-0254,住宅改修提案,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0256,作業療法士,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0258,保健師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0259,保健師・助産師への進路,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0261,保育士,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0262,倉庫・物流・製造現場のフォークリフト運転,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0265,健康運動実践指導者,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0266,健康運動指導士,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0268,児童・高齢者支援スタッフ,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0269,公園・庭園,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0270,公園・庭園の整備,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0271,公害防止管理者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0272,公的評価,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0273,公認会計士,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0274,公認心理師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0275,内装・住宅・商業空間の企画設計,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0277,内部監査,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0279,冷凍・冷蔵施設の管理,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0280,冷凍空調設備の保守技術者,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0281,冷凍空調設備の保安,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0283,冷凍空調設備の施工・保守技術者,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0284,准看護師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0285,分譲・売買仲介,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0287,初生雛鑑別師,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0289,助産師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0290,労働安全コンサルタント,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0291,労働衛生コンサルタント,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0292,化学プラント・製造業の高圧ガス製造設備の保安統括,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0293,化学・製造・販売業の毒物劇物の管理,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0297,化学技術者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0298,医事コンピュータ操作,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0299,医師(病院・診療所での診療,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0300,医療ソーシャルワーカー,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0302,医療機関の事務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0309,危険物(ガソリン・灯油・軽油等)の取扱い,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0310,危険物の取扱い・運搬,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0311,危険物施設の保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0312,原価計算,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0313,原子炉主任技術者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0317,司法書士,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0319,各種法務書類作成,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0322,商品先物取引の外務員,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0324,商業施設の企画・設計・ディスプレイデザイン,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0325,商業簿記の基礎活用,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0327,営業・マーケティングの実務担当,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0330,図書館の司書補,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0331,図書館司書,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0332,国語教育,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0333,国際業務スタッフ,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0335,土地区画整理士,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0336,土地家屋調査士,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0337,土地家屋調査士事務所スタッフ,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0338,土地家屋調査士補助,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0339,土地改良換地士,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0341,土木工事の施工管理,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0342,土木施工管理,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0343,土木施工管理技士,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0344,土木設計技術者,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0345,地図・GIS技術者,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0346,地域包括支援センター,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0347,地域包括支援センター職員,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0349,地質・物理探査等の技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0352,基地局・無線設備の管理,電気・通信,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0353,塗料調色,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0356,境界確定,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0357,売場づくり,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0358,売場管理,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0360,外資系・インバウンド対応,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0361,外資系・海外営業,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0362,外資系・海外営業・貿易事務・通訳補助など英語を使う業務,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0363,外資系企業のアシスタント,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0365,大型トラックドライバー,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0367,大規模電気設備の管理,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0370,字幕制作,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0371,学芸員,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0372,学芸員補,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0376,家具製造,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0377,家畜人工授精師,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0378,家計・保険の相談,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0379,家計相談,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0380,家電販売,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0381,家電量販店の販売員,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0385,専門調理師,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0386,小売・サービス業の基礎,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0387,小売・流通の販売・店舗運営,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0388,小売・流通の販売職,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0390,小学校教諭,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0391,就職・転職支援,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0392,居宅介護支援,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0396,工事監理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0397,工務店・建設会社の工事管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0399,工場・ビルの省エネ・エネルギー管理,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0400,工場・プラント,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0402,工場・施設のボイラー運転,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0406,年金相談,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0407,幼稚園教諭,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0409,店舗の衛生管理,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0410,店長・売場責任者,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0413,建築・介護分野,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0414,建築施工管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0415,建築施工管理技士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0417,建築物の環境衛生管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0419,建築積算士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0420,建築設備の設計・工事監理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0421,建築設備検査員,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0422,建築設計,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0426,建設・港湾・製造現場のクレーン操作,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0428,建設会社の土木工事管理,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0429,建設会社の工事管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0430,建設会社・建設コンサルタント,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0431,建設会社・設計事務所,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0433,建設業の経理・財務,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0435,建設業の経理補助,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0439,建設現場の施工管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0440,建設現場の施工管理・主任技術者,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0441,弁理士,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0442,弁護士,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0443,役員アシスタント,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0444,情報セキュリティエンジニア,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0446,手話通訳士,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0451,接客・ビジネスマナーを活かす職種,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0452,接客・販売,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0453,接客・販売リーダー,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0454,揚貨装置運転士,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0455,放射線取扱主任者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0457,放射線取扱施設の管理・保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0458,放送・通信事業者,電気・通信,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0460,救急救命士,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0461,教育,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0462,文書作成,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0463,文章を扱う専門職,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0464,施工管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0466,施設のケアプラン作成,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0472,旅行会社スタッフ,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0473,旅行手配・カウンター業務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0474,旅行業務取扱管理者,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0476,昇降機等検査員,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0480,木材加工作業員,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0481,木造建築士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0484,枠組壁工法の大工,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0486,柔道整復師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0487,栄養士,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0488,校正・校閲,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0489,核燃料取扱主任者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0491,森林コンサルタント,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0492,森林施業の計画・管理,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0493,検察官,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0495,検査技師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0496,構内運搬,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0497,構造設計,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0498,樹脂接着剤注入施工,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0499,機器メーカーの開発職,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0500,機械・製造業の高圧ガス製造設備の保安統括,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0507,機械設計技術者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0508,歯科医師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0509,歯科技工士,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0510,歯科衛生士,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0511,毒物劇物取扱責任者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0512,気象予報士,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0513,水上バイク,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0514,水産コンサルタント,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0515,水産技術者,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0517,決算業務,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0519,法務部,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0520,洋菓子・和菓子店,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0521,浄化槽の技術管理者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0522,浄化槽清掃技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0523,浄化槽管理士,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0524,浄化槽設備士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0525,海事代理士,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0526,海外取引対応スタッフ,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0530,海外旅行・貿易関連の補助業務,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0531,海外関連業務,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0532,消費生活相談員,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0533,消防用設備の点検,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0535,消防設備点検,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0536,液化石油ガス(LPガス)設備の工事,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0538,測量技術者,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0539,測量補助技術者,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0541,溶射工,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0542,溶接工,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0543,漁業,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0544,潜水士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0550,特別支援学校教諭,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0551,特定建築物調査員,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0552,特殊車両運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0553,特許・商標出願,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0554,特許・商標出願管理,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0555,特許・商標管理,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0556,特許事務所,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0557,獣医師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0559,玉掛作業者,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0562,理学療法士,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0563,理容師,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0564,理容店の管理理容師,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0565,環境コンサルタント,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0566,環境技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0567,環境計量士,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0569,生産管理の実務担当,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0570,生産管理・経営工学技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0572,産業廃棄物処理施設の技術管理者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0573,産業洗浄,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0575,畜産コンサルタント,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0576,畜産技術者,農林水産・動物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0578,病院の受付・クラーク,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0579,病院・クリニックの事務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0580,病院・クリニックの受付・事務,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0581,病院・検査機関の検査担当,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0582,発破技士,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0583,発電・送変電・大規模需要設備の保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0584,発電・送変電設備の保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0585,発電所のボイラー・タービン設備の保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0586,登記申請,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0587,登録販売者,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0588,監査法人,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0589,相続・成年後見,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0590,看護師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0592,知財戦略,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0593,知財調査,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0595,研究開発・製造・販売部門での知財管理,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0596,社会保険労務士,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0597,社会教育主事,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0598,社会福祉士,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0600,社内セキュリティ担当,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0601,福祉住環境コーディネーター,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0602,福祉施設のレク担当,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0603,福祉用具専門相談員,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0604,福祉用具相談,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0606,移動式クレーン運転士,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0607,税理士,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0608,税理士・会計士補助,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0609,税理士法人,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0611,税理士試験等の基礎,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0613,空気調和・衛生設備の設計・施工管理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0616,空調・給排水・衛生設備工事の現場監督,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0617,空調・電気・給排水設備の設計,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0618,空調設備工,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0621,管理栄養士,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0622,管理業務主任者,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0623,管理組合の運営支援,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0624,管理組合対応,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0626,簡裁訴訟代理,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
