occ_id,summary,work,skills,source
o-0269,公園・庭園の管理者は、公園・庭園の植栽や施設を管理する仕事です。,樹木の剪定・植栽・除草などの緑地管理や、園内施設の点検・安全管理を行い、緑の空間を美しく安全に保ちます。,造園・植物の知識、剪定・管理、造園技能士の資格、安全管理、体力、道具の扱い,編集部による職種解説
o-0270,公園・庭園の整備は、公園や庭園の植栽・施設を整備・管理する仕事です。,樹木の剪定・植栽・除草や、園路・施設の点検・補修を行い、緑地を美しく安全に保ちます。,造園・植物の知識、剪定・整備、機械・道具の扱い、安全管理、体力、造園技能,編集部による職種解説
o-0271,公害防止管理者は、工場で大気・水質などの公害を防止するための管理を行う国家資格者です。,排出ガス・排水などを測定・管理し、公害防止設備を適切に運用して、法令の基準を満たすよう環境を管理します。,公害防止管理者の資格、環境・化学の知識、測定・管理、設備運用、法令、データ管理,編集部による職種解説
o-0273,公認会計士は、企業の財務諸表を監査する、会計の最高峰の国家資格者です。,監査法人や企業で、財務諸表が適正かを監査・証明します。会計・税務・コンサルティングなど幅広い分野でも活躍します。,公認会計士の資格、会計・監査の知識、財務分析、税務、論理的思考、コミュニケーション,編集部による職種解説
o-0274,公認心理師は、心理学の専門知識で心の支援を行う国家資格の専門職です。,医療・教育・福祉・産業などの分野で、心理アセスメントやカウンセリング、関係者への助言を行い、人の心の健康を支援します。,公認心理師の資格、心理学の知識、カウンセリング、アセスメント、傾聴、守秘・倫理,編集部による職種解説
o-0275,内装・住宅・商業空間の企画設計は、室内空間を企画・設計する仕事です。,住宅や店舗・商業施設の内装について、コンセプトに沿って空間・素材・什器を企画・設計し、図面にまとめます。,空間設計、インテリア・デザイン、CAD、提案・プレゼン、素材の知識、コミュニケーション,編集部による職種解説
o-0276,内装仕上げ工は、床・壁・天井などの内装仕上げを行う職種です。内装仕上げ施工技能士の資格が評価されます。,内装仕上げ工は、建物内部の床・壁・天井に、ボード張り・クロス貼り・床仕上げなどを施工する仕事です。図面に沿って美しく正確に仕上げ、快適な室内空間をつくります。,内装仕上げの技能（技能士）、図面の理解、各種材料の知識、丁寧さ、安全管理、段取り,編集部による職種解説
o-0277,内部監査は、社内の業務やリスク管理が適正かを点検・評価する仕事です。,各部門の業務・会計・コンプライアンスを監査し、リスクや問題点を洗い出して改善を提言します。経営に独立した立場で関与します。,内部監査の知識、業務・会計の理解、リスク評価、論理的思考、報告・文書、コミュニケーション,編集部による職種解説
o-0278,写真技能者は、写真の撮影・現像・仕上げの技能を持つ職種です。写真技能士の資格が評価されます。,写真技能者は、写真の撮影・照明・現像・レタッチ・プリントなどの技能を持ち、人物・商品・記念写真などを高品質に仕上げる仕事です。,撮影・照明の技能、写真の知識、画像編集、構図・色、機材の扱い、接客,編集部による職種解説
o-0279,冷凍・冷蔵施設の管理は、冷凍・冷蔵設備を運転・保守し、温度を適切に管理する仕事です。,冷凍機・冷蔵設備の運転・点検・保守を行い、庫内の温度や安全を管理します。高圧ガスの取扱いに関する知識が求められます。,冷凍機械責任者などの資格、冷凍設備の知識、運転・保守、温度・保安管理、安全衛生、点検,編集部による職種解説
o-0280,冷凍空調設備の保守技術者は、冷凍・空調設備の点検・保守・修理を行う技術者です。,エアコンや冷凍機などの設備を点検・整備し、故障対応や冷媒の管理を行って、設備が正しく稼働する状態を保ちます。,冷凍空調の知識、関連資格、点検・整備、故障対応、冷媒・電気の知識、安全管理,編集部による職種解説
o-0281,冷凍空調設備の保安は、冷凍・空調設備の保安管理を担う仕事です。,高圧ガスを使う冷凍設備の運転・点検・保安を行い、漏えいや事故を防ぎます。法令に基づき設備を安全に管理します。,冷凍機械責任者などの資格、冷凍・高圧ガスの知識、保安・点検、安全管理、法令、計器の監視,編集部による職種解説
o-0282,冷凍空調設備の施工は、冷凍・空調設備を施工する職種です。冷凍空調設備の施工技能や関連資格が活きます。,冷凍空調設備の施工は、冷凍機・エアコン・冷蔵設備などの据付・配管・電気接続を行う仕事です。試運転・調整まで行い、設備が正しく冷暖房・冷却するようにします。,冷凍空調設備の施工技能、配管・電気の知識、関連資格、据付・調整、安全管理、図面の理解,編集部による職種解説
o-0284,准看護師は、医師や看護師の指示のもとで看護を行う、都道府県知事免許の資格職です。,患者の観察・処置の補助、療養上の世話、診療の補助などを行い、看護師とともに医療・ケアを支えます。,准看護師の資格、看護の知識・技術、観察力、処置の補助、コミュニケーション、チーム医療,編集部による職種解説
o-0285,分譲・売買仲介は、不動産の分譲や売買を仲介する営業の仕事です。,物件の販売・紹介・案内、契約条件の調整、重要事項説明や契約手続きを行い、不動産の売買を成立させます。,宅地建物取引士の知識、不動産・契約の知識、営業・交渉、接客、物件調査、コミュニケーション,編集部による職種解説
o-0286,切削工具研削は、切削工具を研削・調整する職種です。研削の技能が求められます。,切削工具研削は、ドリルやバイトなどの切削工具を、研削盤で研いで切れ味や形状を整える仕事です。工具の精度が加工品質を左右するため、正確な研削が求められます。,研削の技能、工具・切削の知識、研削盤の操作、測定・精度、丁寧さ、集中力,編集部による職種解説
o-0287,初生雛鑑別師は、生まれたばかりのひよこの雌雄を鑑別する専門職です。,ふ化場や養鶏場で、初生雛の雌雄を高速・正確に見分けます。高度な技能を要し、国内外の養鶏現場で活躍します。,雛鑑別の技能、観察力、手先の器用さ、スピード・正確さ、集中力、家禽の知識,編集部による職種解説
o-0288,制御技術者は、機械・設備の制御システムを設計・調整する技術者です。電気・制御や情報処理の知識が役立ちます。,制御技術者は、機械や設備を自動で動かす制御システム（PLC・シーケンス制御等）を設計・プログラム・調整する仕事です。センサーやアクチュエータを組み合わせ、装置を思いどおりに動かします。,制御・シーケンスの知識、PLCプログラミング、電気・電子、配線、デバッグ、論理的思考,編集部による職種解説
o-0289,助産師は、妊娠・出産・育児を支援し、分娩の介助を行う国家資格の専門職です。,妊婦の健康管理や保健指導、分娩の介助、産後・新生児のケアを行い、母子の健康と安全を支えます。,助産師の国家資格、助産・看護の知識、分娩介助、保健指導、観察力、コミュニケーション,編集部による職種解説
o-0290,労働安全コンサルタントは、事業場の安全について診断・指導を行う国家資格の専門職です。,労働災害を防ぐため、機械・設備や作業の安全を診断し、改善策を助言・指導します。安全管理体制の構築も支援します。,労働安全コンサルタントの資格、安全工学、リスクアセスメント、診断・指導、法令、提案,編集部による職種解説
o-0291,労働衛生コンサルタントは、事業場の衛生について診断・指導を行う国家資格の専門職です。,作業環境・健康管理など労働衛生を診断し、職業性疾病の予防策を助言・指導します。衛生管理体制づくりを支援します。,労働衛生コンサルタントの資格、労働衛生、作業環境管理、診断・指導、法令、提案,編集部による職種解説
o-0292,高圧ガス製造設備の保安統括は、化学プラント等で高圧ガス設備の保安を統括する仕事です。,高圧ガスの製造設備について、保安規程に基づき点検・運転・管理を統括し、爆発・漏えいなどの事故を防止します。,高圧ガス製造保安責任者の資格、化学・設備の知識、保安管理、運転・点検、法令、危機対応,編集部による職種解説
o-0293,毒物劇物の管理は、毒物・劇物を扱う事業所でその取扱い・保管を管理する仕事です。,毒物劇物取扱責任者として、毒劇物の保管・表示・記録・廃棄を法令に従って管理し、事故や盗難・流出を防ぎます。,毒物劇物取扱責任者の資格、化学・薬品の知識、保管・管理、法令、安全管理、記録,編集部による職種解説
o-0294,化学・製造業の現場スタッフは、製造・運転・管理に従事する職種です。危険物や各種技能・作業主任者の資格が役立ちます。,化学・製造業の現場スタッフは、化学プラントや製造現場で、原料の仕込み・運転・製造・品質管理に従事する仕事です。危険物を扱うため、安全と保安を重視します。,化学・製造の知識、危険物・作業主任者の資格、運転操作、品質管理、保安・安全、計器の監視,編集部による職種解説
o-0295,化学分析技術者は、化学物質の分析・検査を行う職種です。化学分析の技能・知識が求められます。,化学分析技術者は、製品・原料・環境試料などに含まれる成分を、機器を使って分析・検査する仕事です。データを評価し、品質や安全の確認に役立てます。,分析化学の知識、分析機器の操作、データ解析、品質管理、正確さ、安全衛生,編集部による職種解説
o-0296,化学工場の作業員・作業主任者は、化学工場で製造・運転や作業主任を担う職種です。危険物や各種作業主任者の資格が必要です。,化学工場の作業員・作業主任者は、化学プラントで原料の仕込み・反応・蒸留などの製造運転や、法定の作業主任者として安全管理を担う仕事です。危険物を扱うため厳重な保安が求められます。,化学・プラントの知識、危険物・作業主任者の資格、運転操作、保安・安全管理、計器の監視,編集部による職種解説
o-0297,化学技術者は、化学の知識を活かして製品・素材の研究開発や製造・品質管理を行う技術者です。,実験・分析・プロセス開発などを通じて、化学製品や素材を開発・改良し、製造工程や品質を管理します。,化学の専門知識、実験・分析、プロセス・品質管理、データ解析、安全衛生、論理的思考,編集部による職種解説
o-0298,医事コンピュータ操作は、医療機関で医事コンピュータを使い、会計・レセプトを処理する仕事です。,診療内容を入力して会計やレセプトを作成し、患者データを管理します。医療事務の知識とPC操作を活かします。,医事コンピュータの操作、診療報酬の知識、医療事務、PC操作、正確さ、接遇,編集部による職種解説
o-0299,医師は、病院・診療所で患者の診察・診断・治療を行う国家資格の医療専門職です。,問診・検査・診断を行い、治療や処方、手術などを通じて患者の健康回復を図ります。予防や患者・家族への説明も担います。,医師の国家資格、医学知識、診断・治療、判断力、コミュニケーション、倫理観,編集部による職種解説
o-0300,医療ソーシャルワーカーは、医療機関で患者の生活・経済面の相談に応じ、支援する専門職です。,入退院や療養に伴う経済・生活・心理の課題について相談に応じ、制度の活用や関係機関との連携で患者と家族を支援します。,社会福祉士などの資格、相談援助、医療・福祉制度の知識、調整・連携、傾聴、コミュニケーション,編集部による職種解説
o-0301,医療事務は、病院・クリニックで受付・会計・診療報酬請求（レセプト）などを担う事務職です。医療事務系の民間資格が就職で評価されます。,医療事務は、病院・クリニックで受付・会計、診療報酬明細書（レセプト）の作成・点検、カルテ管理、患者対応などを行う仕事です。医療制度や診療報酬の知識を使い、医療機関の運営を事務面から支えます。,診療報酬・レセプトの知識、医療事務の技能、PC操作、接遇・患者対応、正確な事務処理,編集部による職種解説
o-0302,医療機関の事務は、病院・クリニックで受付・会計・レセプト・データ管理などを担う仕事です。,患者の受付・案内、会計、診療報酬請求、カルテ・データ管理などを行い、医療機関の運営を事務面で支えます。,医療事務・診療報酬の知識、PC操作、接遇、正確さ、制度の理解、コミュニケーション,編集部による職種解説
o-0303,医療秘書は、医師や医療部門の事務・スケジュール管理・文書作成を支える職種です。医療事務や秘書の知識が活きます。,医療秘書は、医師や医療部門の事務を担い、スケジュール管理・文書作成・データ入力・患者対応・会議準備などを行う仕事です。医療の知識と秘書スキルで医療従事者を支えます。,医療事務・医療用語の知識、秘書・文書作成、PC操作、接遇、スケジュール管理、機密保持,編集部による職種解説
o-0304,医薬品・医療機器メーカーの製造管理は、医薬品・医療機器の製造を管理する職種です。製造管理・品質管理の知識が求められます。,医薬品・医療機器メーカーの製造管理は、医薬品・医療機器の製造工程を、GMPなどの基準に従って管理する仕事です。品質・記録・衛生を徹底し、安全な製品を作ります。,GMP・薬機法の知識、製造・品質管理、記録・文書、衛生管理、化学・製造の知識、正確さ,編集部による職種解説
o-0305,半導体製造オペレーターは、半導体の製造装置を操作・監視する職種です。クリーンルームでの製造技能が求められます。,半導体製造オペレーターは、クリーンルームで半導体の製造装置を操作・監視し、ウェハーの加工工程を進める仕事です。微細な工程を管理し、品質と歩留まりを保ちます。,製造装置の操作、半導体・電子の基礎、クリーン環境の知識、品質管理、計器の監視、安全衛生,編集部による職種解説
o-0306,印刷オペレーターは、印刷機を操作して印刷物を製造する職種です。印刷の技能士資格が活きます。,印刷オペレーターは、オフセット・デジタルなどの印刷機を操作して印刷物を製造する仕事です。色や見当を調整し、品質を保ちながら効率よく印刷します。,印刷の技能、印刷機の操作、色・見当の調整、品質管理、用紙・インキの知識、機械の保全,編集部による職種解説
o-0307,印刷・製版オペレーターは、印刷・製版の工程を担う職種です。製版・印刷の技能が求められます。,印刷・製版オペレーターは、印刷の前工程である製版（データ処理・刷版作成）や印刷の工程を担う仕事です。データを印刷用に整え、品質よく出力します。,製版・印刷の技能、DTP・データ処理、刷版・色の知識、機械操作、品質管理、正確さ,編集部による職種解説
o-0308,印章彫刻は、印鑑（ハンコ）を彫刻する職種です。印章彫刻の技能が活きます。,印章彫刻は、印鑑（ハンコ）の文字を、手彫りや機械で彫刻する仕事です。書体やバランスを整え、唯一無二の印影になるよう正確に彫ります。,印章彫刻の技能、書体・字入れ、手彫り・機械、デザイン、丁寧さ、集中力,編集部による職種解説
o-0309,危険物（ガソリン・灯油等）の取扱いは、危険物を安全に取り扱い・管理する仕事です。,ガソリンスタンドや化学・製造の現場で、危険物の貯蔵・取扱い・点検を行い、漏えいや火災を防ぎます。,危険物取扱者の資格、危険物の知識、取扱い・点検、保安・安全管理、法令、記録,編集部による職種解説
o-0310,危険物の取扱い・運搬は、危険物を安全に取り扱い・輸送する仕事です。,ガソリン・灯油などの危険物を、法令に従って取扱い・積載・運搬し、漏えいや火災を防ぎます。容器や車両の管理も行います。,危険物取扱者の資格、危険物の知識、取扱い・運搬、保安・安全管理、法令、車両の知識,編集部による職種解説
o-0311,危険物施設の保安監督は、危険物施設で取扱いの保安を監督する仕事です。,危険物取扱者（甲種・乙種）として、危険物の取扱作業に立ち会い・監督し、施設の保安・点検を統括して事故を防ぎます。,危険物取扱者の資格、危険物・設備の知識、保安監督、点検、法令、安全管理,編集部による職種解説
o-0312,原価計算は、製品やサービスにかかる原価を計算・分析する会計の仕事です。,材料費・労務費・経費を集計して原価を計算し、製品別・部門別の採算を分析します。価格設定やコスト管理に役立てます。,簿記・原価計算の知識、会計、Excel、データ分析、製造・業務の理解、正確さ,編集部による職種解説
o-0313,原子炉主任技術者は、原子炉の運転に関する保安・監督を行う国家資格の専門職です。,原子炉施設で、運転や核燃料の取扱いの保安を監督し、安全に原子炉が運転されるよう管理します。法令に基づく重い責任を担います。,原子炉主任技術者の資格、原子力・核燃料の知識、保安・監督、安全管理、法令、危機対応,編集部による職種解説
o-0314,厨房設備施工は、業務用厨房の設備を施工する職種です。配管・設備施工の技能が求められます。,厨房設備施工は、飲食店や施設の業務用厨房に、シンク・コンロ・冷蔵設備や給排水・ガス・換気の設備を施工する仕事です。図面に沿って据付・配管し、安全に使えるよう仕上げます。,厨房・設備施工の技能、配管・電気・ガスの知識、図面の理解、据付・調整、安全管理、丁寧さ,編集部による職種解説
o-0315,受付は、来客対応・案内・電話応対などを担う職種です。接遇マナーとPC・文書のスキルが求められます。,受付は、来客の受付・案内、電話の取次ぎ、予約・問い合わせ対応などを行い、会社や施設の顔として来訪者を迎える仕事です。丁寧な対応と気配りが求められます。,接遇・マナー、電話応対、PC操作、コミュニケーション、スケジュール調整、語学,編集部による職種解説
o-0316,受付・会計は、来客の受付対応と会計処理を担う職種です。接遇マナーと簿記・PCのスキルが求められます。,受付・会計は、来客の受付・案内と、会計・精算業務を担う仕事です。接遇マナーで来訪者に対応しつつ、料金の計算・入金処理を正確に行います。,接遇・マナー、簿記の基礎、PC操作、正確な金銭処理、コミュニケーション,編集部による職種解説
o-0317,司法書士は、登記・供託や法律書類の作成を行う法律系の国家資格者です。,不動産・会社の登記申請の代理、法務局への書類作成、簡裁訴訟代理（認定者）、相続・成年後見などを扱い、市民の権利を守ります。,司法書士の資格、登記・法律の知識、書類作成、手続代理、正確さ、コミュニケーション,編集部による職種解説
o-0318,各種ドライバー職は、各種車両で人・物を運ぶ運転の職種です。用途に応じた運転免許やフォークリフト等の資格が活きます。,各種ドライバー職は、トラック・バス・タクシー・配送車など、各種車両で人や物を運ぶ運転の仕事です。用途に応じた免許を活かし、安全運転で目的地へ届けます。,運転免許（種類に応じて）、安全運転、荷役・接客、ルート・時間管理、車両点検、体調管理,編集部による職種解説
o-0319,各種法務書類作成は、契約書や内容証明など法律に関する書類を作成する仕事です。,契約書・規程・申請書・内容証明などの法務書類を、法令に沿って正確に作成し、企業や個人の手続きを支えます。,法務・契約の知識、文書作成、法令の理解、正確さ、リサーチ、論理的思考,編集部による職種解説
o-0320,和裁士は、和服を手縫いで仕立てる職種です。和裁技能士の資格が技能の証明になります。,和裁士は、反物から着物（和服）を手縫いで仕立てる仕事です。採寸・裁断・縫製・仕上げを行い、着る人の体型や好みに合わせて美しく着物を作ります。,和裁の技能（技能士）、採寸・裁断、手縫い、和服の知識、丁寧さ、集中力,編集部による職種解説
o-0321,品質管理担当は、製品の品質を管理・検査する職種です。QC検定や各種検査の技能が役立ちます。,品質管理担当は、製品が規格・基準を満たすよう、検査・データ分析・工程改善・クレーム対応などを行う仕事です。品質を保証し、不良の発生を防ぎます。,QC（品質管理）の知識、QC検定、検査・測定、データ分析、改善活動、統計の基礎,編集部による職種解説
o-0322,商品先物取引の外務員は、商品先物取引の勧誘・受注を行う金融の仕事です。,顧客に商品先物取引を案内し、注文を受け付けます。相場やリスクを説明し、法令・コンプライアンスに従って取引を取り次ぎます。,外務員資格、先物・金融の知識、相場分析、提案・説明、コンプライアンス、コミュニケーション,編集部による職種解説
o-0323,商品装飾は、売場の商品を魅力的に飾り付ける職種です。商品装飾展示技能士の資格が活きます。,商品装飾は、売場で商品を魅力的に見せるための陳列・装飾（ディスプレイ）を行う仕事です。季節やテーマに合わせて売場を演出し、購買意欲を高めます。,商品装飾展示の技能、陳列・ディスプレイ、色彩・デザイン、販促の理解、提案力、手先の器用さ,編集部による職種解説
o-0324,商業施設の企画・設計・ディスプレイデザインは、店舗・商業空間を企画し設計・装飾する仕事です。,売場や店舗の空間を、集客や購買につながるよう企画・設計し、什器やディスプレイをデザインします。,空間・店舗設計、ディスプレイ、デザイン・色彩、CAD、提案、マーケティングの理解,編集部による職種解説
o-0325,商業簿記の知識を活かす事務は、簿記をベースに会計・経理の実務を行う仕事です。,仕訳・記帳・帳簿管理など、商業簿記の知識を使って会計処理を行い、経理業務を支えます。,商業簿記、会計ソフト、Excel、正確さ、証憑管理、コミュニケーション,編集部による職種解説
o-0326,営業は、顧客への提案・商談・契約を担う職種です。業界知識に加え、簿記・FP・販売士などの資格が信頼につながります。,営業は、顧客に商品・サービスを提案し、商談・見積・契約・フォローを通じて売上をつくる仕事です。顧客の課題を聞き、最適な提案で信頼関係を築きます。,提案・交渉、商品知識、コミュニケーション、簿記やFP等の知識、目標管理、課題解決,編集部による職種解説
o-0327,営業・マーケティングの実務担当は、営業活動と市場分析・販促を担う仕事です。,顧客への提案・商談に加え、市場・顧客の分析や販促企画を行い、売上拡大につながる施策を実行します。,営業・マーケティングの知識、提案・交渉、データ分析、販促企画、コミュニケーション、商品知識,編集部による職種解説
o-0328,営業事務は、見積・受発注・請求書作成や顧客対応など営業担当をサポートする内勤の事務職です。PC・簿記・ビジネス文書のスキルが役立ちます。,営業事務は、見積書・契約書・請求書の作成、受発注の処理、納期・在庫の確認、顧客からの問い合わせ対応など、営業担当を内勤で支える仕事です。営業活動が滞りなく進むよう、書類・データ・スケジュールを管理します。,PC操作（Word・Excel）、ビジネス文書、簿記の基礎、受発注管理、調整力、電話応対,編集部による職種解説
o-0329,営業職は、顧客への提案・商談・契約を通じて自社の商品・サービスを販売する職種です。業界知識に加え、簿記・FP・販売士などの資格が信頼につながります。,営業職は、顧客に自社の商品・サービスを提案し、商談・見積・契約・アフターフォローを通じて売上をつくる仕事です。顧客の課題を聞き取り、最適な提案で信頼関係を築きます。,提案・交渉力、商品知識、コミュニケーション、簿記やFP等の知識、目標管理、課題解決,編集部による職種解説
o-0330,司書補は、図書館で司書を補助し、資料の整理・貸出などの業務を担う職種です。,本の貸出・返却・配架、資料の整理、利用者対応などを行い、図書館の運営を支えます。,司書補の知識、資料・分類の基礎、PC・システム、接遇、正確さ、コミュニケーション,編集部による職種解説
o-0331,図書館司書は、図書館で資料の収集・整理・提供やレファレンスを行う専門職です。,本や資料の選定・分類・目録づくり、貸出・返却、利用者の調べもの相談（レファレンス）、行事の企画などを行います。,司書の資格、資料・分類の知識、レファレンス、PC・システム、接遇、企画,編集部による職種解説
o-0332,国語教育は、国語（日本語）の読解・表現・文法などを教える仕事です。,学校やスクールで、文章の読み方・書き方や言葉の知識を指導し、生徒の国語力を育てます。教材作成や添削も行います。,国語・日本語の知識、指導力、教材作成、添削、コミュニケーション、文章力,編集部による職種解説
o-0333,国際業務スタッフは、語学を活かして海外取引や国際的な業務を担う仕事です。,海外との連絡・調整、貿易・契約事務、来訪対応などを語学を使って行い、国際的な業務を支えます。,英語などの語学力、貿易・国際業務の知識、コミュニケーション、異文化理解、PC操作、調整力,編集部による職種解説
o-0334,園芸装飾は、植物を用いた装飾を行う職種です。園芸装飾技能士の資格が評価されます。,園芸装飾は、観葉植物や花を使って、店舗・オフィス・イベント空間を装飾する仕事です。植物の配置・組み合わせやメンテナンスを行い、緑のある快適な空間を演出します。,園芸装飾技能士の技能、植物の知識、デザイン・配置、メンテナンス、提案力、丁寧さ,編集部による職種解説
o-0335,土地区画整理士は、土地区画整理事業の換地計画や手続きに関わる専門の技術者です。,区画整理事業で、換地の設計や権利者との調整、手続きの実務を行い、事業を適正に進めます。,土地区画整理士の資格、区画整理・換地の知識、測量・図面、法令、調整・折衝、正確さ,編集部による職種解説
o-0336,土地家屋調査士は、不動産の表示登記に関する調査・測量と申請代理を行う国家資格者です。,土地・建物の現況を調査・測量し、表示登記の申請を代理します。境界の確定や図面の作成も独占的に担います。,土地家屋調査士の資格、測量・調査、登記・法令、CAD・製図、境界の知識、正確さ,編集部による職種解説
o-0337,土地家屋調査士事務所スタッフは、調査士事務所で測量・調査・申請補助を行う仕事です。,土地・建物の測量や現況調査、登記申請の書類作成・図面作成などを担当し、土地家屋調査士の業務を支えます。,測量・調査、CAD・製図、登記・法令の基礎、正確さ、外業・内業、コミュニケーション,編集部による職種解説
o-0339,土地改良換地士は、土地改良事業の換地計画づくりに携わる専門の技術者です。,農地などの土地改良事業で、換地計画の作成や権利者との調整を行い、事業を適正に進めます。,土地改良換地士の資格、換地・測量の知識、法令、調整・折衝、図面、正確さ,編集部による職種解説
o-0340,土木作業員は、道路・橋梁・河川・上下水道などの土木工事現場で施工に従事する職種です。玉掛けや車両系建設機械などの技能資格が作業範囲を広げます。,土木作業員は、道路・橋・河川・上下水道などの土木工事現場で、掘削・基礎・舗装・配管などの施工に従事する仕事です。重機の補助や資材運搬、安全確認を行い、インフラの建設・維持を支えます。,土木施工の技能、玉掛け・建設機械などの資格、体力、安全管理、チームワーク、図面の理解,編集部による職種解説
o-0341,土木工事の施工管理は、土木工事の現場で工程・品質・安全・原価を管理する仕事です。,道路・河川・上下水道などの工事で、計画に沿って作業を管理し、職人や協力会社をまとめて工事を完成させます。,土木施工管理技士の知識、土木の知識、施工管理、図面の理解、安全・工程管理、調整力,編集部による職種解説
o-0342,土木施工管理は、土木工事の現場で施工を管理する仕事です。,道路・河川・上下水道などの工事で、工程・品質・安全・原価を管理し、職人や協力会社をまとめて工事を進めます。,土木施工管理の知識、施工管理、図面の理解、安全・工程管理、調整力、土木の知識,編集部による職種解説
o-0343,土木施工管理技士は、土木工事の施工管理を担う国家資格者です。,土木工事の現場で、主任技術者・監理技術者として工程・品質・安全・原価を管理し、インフラ工事を適切に進めます。,土木施工管理技士の資格、土木の知識、施工管理、図面の理解、安全管理、リーダーシップ,編集部による職種解説
o-0344,土木設計技術者は、道路・河川・橋梁などの土木構造物を設計する技術者です。,測量・地質データをもとに、構造物の形状・強度を計算し、図面・数量にまとめます。法令や安全をふまえて設計します。,土木工学、構造・設計計算、CAD、測量の理解、法令、報告書作成,編集部による職種解説
o-0345,地図・GIS技術者は、地理情報システム（GIS）を使って地図・空間データを扱う技術者です。,測量・調査データをもとに地図を作成・編集し、GISで空間データを分析・管理します。都市計画や防災などに活用されます。,GIS・地図の知識、測量・データ処理、CAD、空間分析、PC操作、正確さ,編集部による職種解説
o-0347,地域包括支援センター職員は、高齢者の総合相談や介護予防・権利擁護を担う専門職です。,地域の高齢者やその家族の相談に応じ、介護予防のケアマネジメント、権利擁護、関係機関との連携を行い、地域での生活を支えます。,社会福祉士・保健師・主任ケアマネ等の資格、相談援助、介護・福祉制度、連携・調整、コミュニケーション,編集部による職種解説
o-0348,地盤調査員は、建設前の地盤を調査する職種です。地質・土木の知識と技能が求められます。,地盤調査員は、建設に先立ち、地盤の強度や地質を調査する仕事です。ボーリングや試験を行い、データをもとに地盤の状態を判断して設計に役立てます。,地質・土質の知識、調査・試験、機械操作、データ整理、安全管理、報告書作成,編集部による職種解説
o-0349,地質・物理探査等の技術者は、地盤や地下構造を調査・解析する技術者です。,ボーリングや物理探査で地質・地下の情報を取得・解析し、建設・防災・資源開発などに役立つデータを提供します。,地質・物理探査の知識、調査・解析、データ処理、土木の理解、報告書作成、論理的思考,編集部による職種解説
o-0350,地質調査技術者は、地質や地盤を調査・解析する技術者です。地質調査技士などの資格が活きます。,地質調査技術者は、地盤・地質を調査・解析し、地すべりや地盤沈下などのリスクを評価する仕事です。建設や防災の計画に必要な地質情報を提供します。,地質学の知識、地質調査技士などの資格、調査・解析、ボーリング、報告書作成、課題解決,編集部による職種解説
o-0351,型枠大工は、コンクリート用の型枠を組み立てる職種です。型枠施工の技能士資格が活きます。,型枠大工は、コンクリートを流し込む型枠を、図面どおりに加工・組立・解体する仕事です。寸法・強度を確保し、コンクリート構造物の形を正確に作ります。,型枠施工の技能（技能士）、図面の読解、加工・組立、寸法精度、安全管理、体力,編集部による職種解説
o-0352,基地局・無線設備の管理は、携帯基地局などの無線設備を管理・保守する仕事です。,無線設備の点検・保守・障害対応を行い、電波が安定して使えるよう管理します。電波法に基づく運用も担います。,陸上特殊無線技士などの資格、無線・通信の知識、設備保守、障害対応、法令、安全管理,編集部による職種解説
o-0353,塗料調色は、塗料を調合して指定の色を作り出す仕事です。,色見本やデータに合わせて塗料を調合し、目的の色を正確に再現します。自動車補修や製品塗装などで色を合わせます。,調色の技能、色彩・配合の知識、塗料の知識、観察力、正確さ、丁寧さ,編集部による職種解説
o-0354,塗装・表面処理作業者は、製品の塗装や表面処理を行う職種です。塗装技能士の資格が評価されます。,塗装・表面処理作業者は、製品や建築物の表面を塗装したり、防錆・装飾のための表面処理を行う仕事です。下地処理から塗装・乾燥・検査までを管理し、仕上がりと耐久性を確保します。,塗装の技能（技能士）、下地・表面処理、塗料の知識、品質検査、安全衛生、丁寧さ,編集部による職種解説
o-0355,塗装工は、建築物や製品を塗装する職種です。塗装技能士の資格が評価されます。,塗装工は、建築物・鉄部・製品などを塗装する仕事です。下地処理・養生・塗装・仕上げを行い、見た目を整えるとともに、防錆・防水・耐久性を高めます。,塗装の技能（技能士）、下地・養生、塗料の知識、刷毛・スプレー、品質、安全衛生,編集部による職種解説
o-0356,境界確定は、土地の境界を調査・測量して確定する仕事です。,隣地との境界について、資料調査・測量・立会いを行い、関係者の合意を得て境界を確定します。図面や書類を作成します。,測量・調査、土地家屋調査士の知識、境界・法令、CAD・製図、調整・折衝、正確さ,編集部による職種解説
o-0357,売場づくりは、商品が魅力的に見え、買いやすい売場をつくる仕事です。,陳列・レイアウト・POP・装飾を工夫して売場を演出し、来店客の購買を促します。売れ筋や季節に合わせて改善します。,陳列・ディスプレイ、販促・MD、商品知識、デザイン感覚、データ分析、提案,編集部による職種解説
o-0359,外勤業務は、社外で営業・集金・点検などを行う職種です。運転免許や業務関連の資格が役立ちます。,外勤業務は、社外に出て営業・集金・配達・点検・調査などを行う仕事です。担当エリアを回り、顧客対応や現場での業務をこなします。,運転免許、業務知識、コミュニケーション、時間・行動管理、対応力、体力,編集部による職種解説
o-0360,外資系・インバウンド対応スタッフは、英語等を使って外資系・訪日客の対応を行う仕事です。,海外企業や訪日外国人への対応・案内・調整を、語学を使って行います。文化の違いに配慮したサービスを提供します。,英語などの語学力、接客・対応、異文化理解、ビジネススキル、コミュニケーション、調整力,編集部による職種解説
