slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-4326,4326,葬祭ディレクター2級,葬祭ディレクター２級,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4327,4327,フードコーディネーター,フードコーディネーター,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4328,4328,1級レストランサービス技能士,１級レストランサービス技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ホテル・レストランサービス技能協会(HRS),https://hrs.or.jp/restaurant/certificate/index.html,実務経験11年以上、または2級合格後4年以上,学科(真偽法・100問・60点以上)＋実技,"学科6,500円＋実技23,500円",,年1回,,,2026-06-18,published
c-4329,4329,2級レストランサービス技能士,２級レストランサービス技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ホテル・レストランサービス技能協会(HRS),https://hrs.or.jp/restaurant/certificate/index.html,実務経験3年以上、または3級合格後2年以上,学科(真偽法・100問・60点以上)＋実技,"学科6,500円＋実技10,500円",,年1回,,,2026-06-18,published
c-4330,4330,3級レストランサービス技能士,３級レストランサービス技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ホテル・レストランサービス技能協会(HRS),https://hrs.or.jp/restaurant/certificate/index.html,実務経験1年以上、またはHRS承認校で料飲サービス学科修了,学科(真偽法・100問・60点以上)＋実技,"学科6,500円＋実技8,000円",,年1回,,,2026-06-18,published
c-4331,4331,1級ピアノ調律技能士,１級ピアノ調律技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ピアノ調律師協会(JPTA),https://www.jpta.org/kentei/guideline.shtml,実務7年以上、または2級合格後2年以上 等,学科(マークシート)＋実技(調律・整調・修理),"学科10,000円＋実技34,500円",,年1回,,,2026-06-18,published
c-4332,4332,2級ピアノ調律技能士,２級ピアノ調律技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ピアノ調律師協会(JPTA),https://www.jpta.org/kentei/guideline.shtml,実務2年以上、または3級学科合格 等,学科(マークシート)＋実技(調律・整調・修理),"学科10,000円＋実技31,500円",,年1回,,,2026-06-18,published
c-4333,4333,3級ピアノ調律技能士,３級ピアノ調律技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 日本ピアノ調律師協会(JPTA),https://www.jpta.org/kentei/guideline.shtml,在学者・職業訓練受講者等(実務経験不問),学科(マークシート)＋実技(調律・修繕中心),"学科10,000円＋実技28,500円",,年1回,,,2026-06-18,published
c-4334,4334,1級着付け技能士,１級着付け技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 全日本着付け技能センター,https://www.kitsuke.or.jp/,実務最長5年(学歴により短縮)、または2級合格後1年以上,学科＋実技(合格基準70点以上),"学科8,900円(実技手数料は別途)",,年1回,,,2026-06-18,published
c-4335,4335,2級着付け技能士,２級着付け技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),一般社団法人 全日本着付け技能センター,https://www.kitsuke.or.jp/,実務最長2年(学歴により短縮),学科＋実技(合格基準60点以上),"学科8,900円(実技手数料は別途)",,年1回,,,2026-06-18,published
c-4336,4336,1級ブライダルコーディネート技能士,１級ブライダルコーディネート技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),公益社団法人 日本ブライダル文化振興協会(BIA)/国家検定,https://www.bia.or.jp/kentei2019-3/,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(実技は1級学科合格者のみ),"実技26,000円(非課税。学科は別途)",,年1回,,,2026-06-18,published
c-4337,4337,2級ブライダルコーディネート技能士,２級ブライダルコーディネート技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),公益社団法人 日本ブライダル文化振興協会(BIA)/国家検定,https://www.bia.or.jp/kentei2019-3/,3級合格後2年以上の実務経験 等,学科試験＋実技試験(実技は学科合格者のみ),,,年1回,,,2026-06-18,published
c-4338,4338,3級ブライダルコーディネート技能士,３級ブライダルコーディネート技能士,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),,,,,,,,,,,seed
c-4399,4399,その他のサービス関係資格,その他のサービス関係資格,サービス(調理除く),美容・サービス・スポーツ,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4401,4401,調理師,調理師,調理等,食品・調理・栄養,domestic,0,0,国家,high,国家資格(法律に基づく),各都道府県(所管:厚生労働省/多くが調理技術技能センターに委託),https://chouri-ggc.or.jp/chourishishiken/,受験資格あり(中学校卒業以上＋調理業務の実務2年以上),筆記(マークシート)・6科目,,,都道府県ごとに年1回程度,,,2026-06-18,published
c-4402,4402,専門調理師・調理技能士,専門調理師・調理技能士,調理等,食品・調理・栄養,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),公益社団法人 調理技術技能センター(厚生労働大臣指定試験機関),https://chouri-ggc.or.jp/cgghshiken/about/,実務経験8年以上、または調理師免許取得後3年以上 等,学科試験＋実技試験(すし・中国料理・日本料理・西洋料理・麺料理・給食用特殊料理の6部門),"学科＋実技37,800円/実技のみ28,900円/学科のみ8,900円",,年1回(前期・後期),,,2026-06-18,published
c-4403,4403,ふぐ調理師,ふぐ調理師,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),各都道府県(名称・制度が都道府県で異なる),https://www.hokeniryo.metro.tokyo.lg.jp/anzen/shikaku/csh_menkyo/hugu/index.html,都道府県により要件が異なる,学科試験＋実技試験(都道府県により実施),"都道府県により異なる(東京都19,700円/大阪府18,000円)",,都道府県により異なる(年1回が中心),,,2026-06-18,published
c-4404,4404,鮮魚士(1級),鮮魚士（１級）,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4405,4405,鮮魚士(2級),鮮魚士（２級）,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4406,4406,鮮魚士(3級),鮮魚士（３級）,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4410,4410,一級惣菜管理士,一級惣菜管理士,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4411,4411,二級惣菜管理士,二級惣菜管理士,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4412,4412,三級惣菜管理士,三級惣菜管理士,調理等,食品・調理・栄養,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4413,4413,ソムリエ,ソムリエ,調理等,食品・調理・栄養,domestic,0,0,民間,medium,民間資格,,,,,,,,,,,seed
c-4414,4414,野菜ソムリエ,野菜ソムリエ,調理等,食品・調理・栄養,domestic,0,0,民間,medium,民間資格,,,,,,,,,,,seed
c-4499,4499,その他の調理等関係資格,その他の調理等関係資格,調理等,食品・調理・栄養,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4501,4501,甲種消防設備士,甲種消防設備士,保安,安全・環境・危険物,domestic,0,0,国家,high,消防設備士(国家資格),一般財団法人 消防試験研究センター,https://www.shoubo-shiken.or.jp/shoubou/,受験資格あり(国家資格・学歴・実務経験5年以上等のいずれか),筆記(四肢択一マークシート)＋実技(記述・製図),"6,600円(非課税)",,各都道府県・中央試験センターで随時,,,2026-06-18,published
c-4502,4502,乙種消防設備士,乙種消防設備士,保安,安全・環境・危険物,domestic,0,0,国家,high,消防設備士(国家資格),一般財団法人 消防試験研究センター,https://www.shoubo-shiken.or.jp/shoubou/,受験資格なし(甲種は要件あり),筆記(マークシート)＋実技,"4,400円(乙種・2024年5月改定)",,都道府県支部により異なる,,,2026-06-18,published
c-4503,4503,第1種消防設備点検資格者,第１種消防設備点検資格者,保安,安全・環境・危険物,domestic,0,0,国家,high,消防法の資格者(国家資格),一般財団法人 日本消防設備安全センター(消防庁長官登録講習機関),https://www.fesc.or.jp/jukou/setsubi/,受講資格あり(消防設備士・電気主任技術者・建築士等、または実務経験5年以上 等),講習修了型(3日間の講習＋修了考査),"34,300円(A区分)/32,200円(B区分・科目免除あり)",,全国各地で随時開催,,,2026-06-18,published
c-4504,4504,第2種消防設備点検資格者,第２種消防設備点検資格者,保安,安全・環境・危険物,domestic,0,0,国家,high,消防法の資格者(国家資格),一般財団法人 日本消防設備安全センター(消防庁長官登録講習機関),https://www.fesc.or.jp/jukou/setsubi/,受講資格あり(消防設備士・電気主任技術者・建築士等、または実務経験5年以上 等),講習修了型(3日間の講習＋修了考査。第2種は主に電気系統設備が対象),"34,300円(A区分)/32,200円(B区分・科目免除あり)",,全国各地で随時開催,,,2026-06-18,published
c-4505,4505,警備員検定試験(1級),警備員検定試験（１級）,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定13,000〜16,000円(区分による)(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4506,4506,警備員検定試験(2級),警備員検定試験（２級）,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定13,000〜16,000円(区分による)(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4507,4507,1級ビル設備管理技能士,１級ビル設備管理技能士,保安,安全・環境・危険物,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4508,4508,2級ビル設備管理技能士,２級ビル設備管理技能士,保安,安全・環境・危険物,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4509,4509,防火管理者(甲種・乙種),防火管理者（甲種・乙種）,保安,安全・環境・危険物,domestic,0,0,国家,high,消防法の防火管理者(国家資格),一般財団法人 日本防火・防災協会(消防本部・都道府県等も実施),https://www.bouka-bousai.jp/hp/lec_info/guide_bouka.html,受講資格なし(誰でも受講可),講習修了型(甲種2日・乙種1日の講習＋効果測定),"甲種8,000円/乙種7,000円",,全国各地で随時開催,,,2026-06-18,published
c-4510,4510,施設警備業務検定1級,施設警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4511,4511,施設警備業務検定2級,施設警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4512,4512,空港保安警備業務検定1級,空港保安警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4513,4513,空港保安警備業務検定2級,空港保安警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4514,4514,雑踏警備業務検定1級,雑踏警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定13,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4515,4515,雑踏警備業務検定2級,雑踏警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定13,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4516,4516,交通誘導警備業務検定1級,交通誘導警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定14,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4517,4517,交通誘導警備業務検定2級,交通誘導警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定14,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4518,4518,核燃料物質等危険物運搬警備業務検定1級,核燃料物質等危険物運搬警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4519,4519,核燃料物質等危険物運搬警備業務検定2級,核燃料物質等危険物運搬警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4520,4520,貴重品運搬警備業務検定1級,貴重品運搬警備業務検定１級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,当該種別の2級合格後、当該警備業務に1年以上の実務経験,学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4521,4521,貴重品運搬警備業務検定2級,貴重品運搬警備業務検定２級,保安,安全・環境・危険物,domestic,0,0,国家,high,警備業法の検定(国家資格),都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査),https://www.csst.jp/,受験資格なし(誰でも受験可),学科試験＋実技試験(各100点満点・90点以上で合格),"直接検定16,000円(東京都例・都道府県により異なる)/特別講習33,000円",,公安委員会により随時,,,2026-06-18,published
c-4599,4599,その他の保安関係資格,その他の保安関係資格,保安,安全・環境・危険物,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4601,4601,1級造園技能士,１級造園技能士,農業,農林水産・動物,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4602,4602,2級造園技能士,２級造園技能士,農業,農林水産・動物,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4603,4603,3級造園技能士,３級造園技能士,農業,農林水産・動物,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4699,4699,その他の農業関係資格,その他の農業関係資格,農業,農林水産・動物,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4701,4701,動力車操縦者(鉄道)運転免許,動力車操縦者（鉄道）運転免許,鉄道(軌道)運転,運輸・運転・航空,domestic,0,0,国家,high,操縦者免許(国家資格),国土交通省(各地方運輸局が施行),https://www.mlit.go.jp/report/press/tetsudo08_hh_000109.html,18歳以上(2024年7月施行で20→18歳に引下げ)・身体検査基準,身体検査・適性検査・学科(筆記)・技能試験の4区分,,,年2回,,,2026-06-18,published
c-4799,4799,その他の鉄道(軌道)運転免許,その他の鉄道（軌道）運転免許,鉄道(軌道)運転,運輸・運転・航空,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4801,4801,大型自動車免許,大型自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4802,4802,大型自動車第二種免許,大型自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4803,4803,普通自動車免許,普通自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4804,4804,普通自動車第二種免許,普通自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4805,4805,普通自動車免許(AT限定),普通自動車免許（ＡＴ限定）,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4806,4806,大型特殊自動車免許,大型特殊自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4807,4807,大型特殊自動車第二種免許,大型特殊自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4808,4808,自動二輪車免許,自動二輪車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4809,4809,小型特殊自動車免許,小型特殊自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4810,4810,原動機付自転車免許,原動機付自転車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4811,4811,牽引免許,牽引免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4812,4812,牽引第二種免許,牽引第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4813,4813,フォークリフト運転技能者,フォークリフト運転技能者,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-4814,4814,高所作業車運転技能者,高所作業車運転技能者,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-4815,4815,不整地運搬車運転技能者,不整地運搬車運転技能者,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,労働安全衛生法の技能講習(国家資格),都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(保有資格・実務経験により講習時間が短縮される場合あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね2〜5万円),,登録教習機関により随時開催,,,2026-06-18,published
c-4816,4816,小型船舶操縦士,小型船舶操縦士,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),一般財団法人 日本海洋レジャー安全・振興協会(JMRA)/免許所管は国土交通省,https://www.jmra.or.jp/license/license-examination,18歳未満は5トン未満限定 等,学科(四肢択一)＋実技(＋身体検査)。各科目50%以上かつ総得点65%以上で合格,"一級:身体検査4,250円＋学科10,000円＋実技21,200円/二級:身体検査4,250円＋学科4,850円＋実技21,200円(別途登録免許税)",,,,,2026-06-18,published
c-4817,4817,中型自動車免許,中型自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4818,4818,中型自動車第二種免許,中型自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4819,4819,8トン限定中型自動車免許,８トン限定中型自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4820,4820,8トン限定中型自動車第二種免許,８トン限定中型自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4821,4821,5トン限定中型自動車第二種免許,５トン限定中型自動車第二種免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4822,4822,準中型自動車免許,準中型自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4823,4823,5トン限定準中型自動車免許,５トン限定準中型自動車免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,0,0,国家,high,免許(国家資格),,,,,,,,,,,seed
c-4899,4899,その他の自動車等車両・船舶運転免許,その他の自動車等車両・船舶運転免許,自動車等車両運転・船舶運転,運輸・運転・航空,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4901,4901,定期運送用操縦士,定期運送用操縦士,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,"21歳以上・総飛行時間1,500時間以上(回転翼1,000時間以上)等",学科試験(CBT)＋実地試験(技能),"学科5,600円(実地試験手数料は別途)",,学科は年6回(CBT),,,2026-06-18,published
c-4902,4902,事業用操縦士(飛行機),事業用操縦士（飛行機）,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,18歳以上・所定の飛行経歴(飛行機200時間程度),学科試験(CBT)＋実地試験(技能),"学科5,600円(実地試験手数料は別途)",,学科は年6回(CBT),,,2026-06-18,published
c-4903,4903,事業用操縦士(回転翼航空機),事業用操縦士（回転翼航空機）,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,18歳以上・所定の飛行経歴(回転翼),学科試験(CBT)＋実地試験(技能),"学科5,600円(実地試験手数料は別途)",,学科は年6回(CBT),,,2026-06-18,published
c-4904,4904,自家用操縦士(飛行機),自家用操縦士（飛行機）,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,17歳以上・総飛行時間40時間以上(飛行機),学科試験(CBT)＋実地試験(技能),"学科5,600円(実地試験手数料は別途)",,学科は年6回(CBT),,,2026-06-18,published
c-4905,4905,自家用操縦士(回転翼航空機),自家用操縦士（回転翼航空機）,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空・船舶の操縦士(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,17歳以上・総飛行時間40時間以上(回転翼),学科試験(CBT)＋実地試験(技能),"学科5,600円(実地試験手数料は別途)",,学科は年6回(CBT),,,2026-06-18,published
c-4907,4907,一等航空士,一等航空士,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空従事者(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,,学科試験(マークシート・CBT化対象外)＋実地試験,"学科5,600円(実地試験手数料は別途)",,学科は年6回,,,2026-06-18,published
c-4908,4908,二等航空士,二等航空士,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空従事者(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,,学科試験(マークシート・CBT化対象外)＋実地試験,"学科5,600円(実地試験手数料は別途)",,学科は年6回,,,2026-06-18,published
